2379,28,0.94,,234.30153,1.47136,0
2463,28,0.935,,348.3276,-29.05727,0
3362,28,0.816,,170.72163,-0.03635,0
2553,28,0.909,,179.73003,-2.51895,0
3347,26,0.95,0.83,227.01643,-0.89479,0
492,26,0.856,0.836,0.79235,-31.87919,0
1239,26,,0.837,13.91815,-30.48673,0
1064,26,,0.862,220.38748,-3.83125,0
1933,26,,0.883,135.88864,-0.97487,0
1690,26,,0.888,218.5273,-0.4848,0
81,26,,0.907,231.60757,1.95895,0
1180,26,0.901,0.911,185.1191,-1.5125,0
2447,26,0.878,0.96,186.07858,-1.83749,0
1741,26,0.993,0.966,220.62912,-0.39809,0
2922,26,0.943,0.968,182.40587,-2.63013,0
2264,26,0.965,0.976,164.30399,-1.9052,0
741,26,0.988,0.979,0.30467,-33.36632,0
1851,26,0.993,0.999,226.08905,-0.06611,0
2398,26,0.894,,54.02407,-33.2057,0
2902,26,0.948,,13.5148,-28.40404,0
2382,26,0.809,,3.8494,-33.82425,0
2214,26,0.997,,43.71149,-31.02942,0
863,26,0.911,,40.87669,-33.67311,0
3102,26,0.803,,213.5874,-1.61279,0
1906,26,0.929,,129.23265,-1.57512,0
1319,24,0.951,0.872,30.81261,-33.58164,0
2527,24,,0.899,338.79297,-28.39357,0
2625,24,0.896,0.934,227.36876,-1.78306,0
792,24,0.877,0.959,349.5942,-32.57127,0
1903,24,0.888,0.973,230.31644,2.45635,0
1865,24,0.978,0.986,335.3694,-28.68154,0
793,24,0.938,0.991,354.9946,-32.49037,0
1718,24,0.989,0.995,44.54868,-26.85277,0
860,24,0.903,,45.35486,-25.97326,0
3195,24,0.997,,169.45084,-2.83709,0
2323,24,0.907,,22.14375,-29.09199,0
2007,24,0.936,,137.85838,-0.7528,0
1551,24,0.833,,183.83234,-1.41031,0
886,22,0.935,0.815,179.80496,2.96788,0
328,22,0.989,0.82,53.9674,-32.72602,0
558,22,0.884,0.842,49.13608,-34.28122,0
2996,22,0.911,0.865,342.95,-31.6882,0
2756,22,,0.924,134.57492,-1.55142,0
1630,22,0.982,0.934,212.6116,2.14905,0
2465,22,0.991,0.938,222.77661,1.19268,0
2407,22,0.905,0.944,225.44612,-0.83293,0
2689,22,,0.961,6.32039,-29.50476,0
146,22,0.9,0.964,35.14968,-32.61854,0
2164,22,0.977,0.967,48.58781,-33.20937,0
153,22,0.991,0.972,352.00665,-32.02666,0
1753,22,0.953,0.98,338.14047,-28.14637,0
597,22,0.912,0.987,339.7554,-31.71756,0
1252,22,0.985,0.988,185.57948,-0.56586,0
3171,22,0.977,0.999,160.02321,1.98387,0
1348,22,0.948,,359.91086,-31.99981,0
368,22,0.93,,20.61802,-27.8613,0
2376,22,0.859,,189.64258,-0.72402,0
2142,22,0.943,,231.38339,2.80972,0
757,22,0.991,,204.64236,-2.2653,0
3146,22,0.825,,37.39798,-31.61219,0
3382,22,0.864,,210.4963,1.98278,0
2366,22,0.837,,140.47475,-0.10551,0
2347,22,0.887,,184.11784,-0.80592,0
2888,20,,0.819,51.04575,-29.35093,0
1156,20,,0.828,17.39986,-31.16004,0
3064,20,0.832,0.866,339.69522,-31.4728,0
3427,20,0.983,0.87,213.14319,-2.87817,0
2655,20,,0.875,23.12834,-28.75291,0
2936,20,,0.88,30.00781,-32.36384,0
1916,20,,0.88,339.76944,-28.30594,0
2651,20,,0.884,352.41132,-31.97274,0
5,20,0.93,0.89,15.7134,-31.07755,0
2717,20,0.848,0.89,353.85953,-30.46866,0
2412,20,0.998,0.901,1.26631,-28.99786,0
842,20,0.821,0.929,21.56907,-30.50506,0
2952,20,0.934,0.945,165.21745,-0.68726,0
3009,20,,0.949,335.72388,-29.95567,0
1324,20,0.941,0.96,352.31442,-33.40263,0
2545,20,0.985,0.962,13.78288,-33.59474,0
2315,20,0.997,0.98,42.85307,-31.12317,0
108,20,0.995,0.986,194.13869,-0.634,0
1365,20,0.979,0.987,52.77325,-35.43186,0
2954,20,0.829,0.99,182.56155,-2.60815,0
2820,20,,0.992,179.0928,2.30889,0
2216,20,0.994,0.996,41.53225,-32.04649,0
1224,20,0.996,0.996,342.05453,-30.91587,0
1679,20,0.998,0.998,169.50438,-2.14759,0
1525,20,0.975,0.998,353.09702,-32.73943,0
3231,20,0.989,1.0,21.61307,-34.0445,0
291,20,0.971,,51.46527,-29.18467,0
2743,20,0.846,,166.962,1.01344,0
2513,20,0.829,,167.899,-2.7433,0
2525,20,0.963,,196.5826,0.08447,0
3192,20,0.943,,159.37744,2.44356,0
1859,20,0.973,,172.3053,1.81319,0
3290,20,0.818,,335.44315,-28.93476,0
2438,20,0.863,,14.48981,-30.98366,0
2618,20,0.998,,173.09973,-0.83314,0
34,20,0.889,,50.34232,-32.62721,0
987,20,0.843,,219.88698,0.89939,0
1704,20,0.985,,138.66089,-1.11639,0
2092,18,0.999,0.817,24.5586,-29.43054,0
3148,18,0.807,0.835,336.98132,-32.70183,0
450,18,,0.839,15.04469,-33.68272,0
2098,18,0.936,0.889,217.90807,0.4978,0
1092,18,0.905,0.898,15.04537,-33.94637,0
633,18,,0.901,233.55026,0.67659,0
2392,18,0.905,0.92,216.39679,-2.94305,0
2129,18,0.815,0.931,231.84404,2.10223,0
239,18,0.98,0.94,356.75333,-30.21719,0
2370,18,0.846,0.942,51.83319,-33.01017,0
2275,18,,0.946,131.20438,1.00064,0
781,18,0.897,0.947,14.64902,-32.96703,0
887,18,,0.952,139.07321,-0.40157,0
654,18,0.989,0.958,137.68558,1.05648,0
1677,18,0.833,0.959,130.0474,2.10251,0
2519,18,,0.962,332.26324,-31.5511,0
485,18,0.856,0.967,34.39814,-30.44995,0
636,18,0.815,0.98,205.24283,-1.85427,0
2288,18,0.848,0.982,49.75506,-29.2084,0
253,18,0.994,0.991,18.17065,-33.13971,0
3375,18,0.873,0.996,355.61362,-32.59078,0
630,18,0.992,0.997,51.56686,-31.13163,0
948,18,0.975,0.999,337.8046,-28.61635,0
1589,18,0.992,0.999,347.27,-33.23171,0
2845,18,0.996,1.0,38.25178,-33.13894,0
1169,18,0.978,1.0,183.32312,1.88643,0
2823,18,0.954,,230.30315,2.19394,0
836,18,0.896,,209.20796,-1.45957,0
115,18,0.985,,6.73527,-34.23747,0
3094,18,0.968,,158.92784,1.56119,0
3386,18,0.979,,346.80374,-33.06333,0
929,18,0.936,,35.44016,-33.0495,0
1383,18,0.866,,0.92331,-33.49311,0
416,18,0.968,,216.96487,0.48495,0
3212,18,0.988,,214.42336,-0.89247,0
2803,18,0.825,,183.70247,-2.78789,0
635,18,0.964,,129.29506,-0.99631,0
3234,18,0.837,,182.36838,-0.00889,0
3056,16,0.906,0.807,139.22725,-1.54519,0
1456,16,,0.807,229.47838,0.53718,0
2594,16,0.936,0.808,46.98706,-29.48145,0
1384,16,0.826,0.825,332.6796,-30.22326,0
238,16,0.928,0.825,353.16602,-33.39138,0
2009,16,0.881,0.84,166.91489,-0.71195,0
2914,16,0.829,0.845,131.13,2.0881,0
1784,16,0.912,0.846,206.3974,-0.8646,0
1271,16,0.945,0.858,215.63469,0.02633,0
2389,16,0.956,0.865,330.86447,-29.65623,0
2665,16,,0.873,53.35511,-31.81147,0
2930,16,0.925,0.881,1.79626,-31.86778,0
16,16,0.835,0.883,344.8563,-29.62315,0
1674,16,,0.887,21.02064,-30.8456,0
2977,16,,0.896,162.75496,-0.29411,0
1058,16,,0.902,235.22696,-0.95565,0
475,16,0.946,0.911,210.25862,2.87855,0
3104,16,0.905,0.912,44.98565,-26.87257,0
925,16,0.826,0.916,217.98772,2.58088,0
1082,16,,0.919,37.31891,-30.87885,0
3267,16,0.922,0.923,18.62312,-30.77813,0
3271,16,,0.927,19.85811,-33.94951,0
2451,16,0.969,0.929,2.58159,-32.54041,0
499,16,,0.937,42.73452,-31.34913,0
3296,16,,0.937,34.46259,-32.84121,0
1692,16,0.966,0.943,215.53992,2.15265,0
615,16,,0.955,10.44288,-28.82441,0
434,16,0.823,0.957,164.31294,-1.44177,0
983,16,0.993,0.96,139.91696,-1.27522,0
2928,16,0.831,0.961,37.4847,-31.30267,0
3128,16,0.969,0.972,338.2611,-29.63075,0
389,16,0.959,0.972,236.73451,-1.44842,0
2554,16,0.825,0.974,192.7391,2.81953,0
2262,16,0.998,0.976,15.57214,-33.63249,0
313,16,0.965,0.977,3.95071,-31.96064,0
1474,16,0.911,0.977,350.65408,-33.06693,0
1536,16,,0.978,141.28305,-1.52338,0
3012,16,0.822,0.98,220.49692,-0.01709,0
297,16,0.853,0.984,49.95072,-27.44431,0
967,16,0.985,0.988,216.44481,0.33619,0
2018,16,0.99,0.99,178.47289,2.23044,0
978,16,0.994,0.99,223.5792,-0.11187,0
1411,16,0.934,0.99,172.25365,2.53,0
3073,16,0.972,0.994,129.85931,1.3582,0
1543,16,0.977,0.996,199.26793,1.32834,0
160,16,,0.996,129.34523,-1.6112,0
1027,16,0.988,0.997,232.6656,1.89329,0
2855,16,0.982,0.997,171.31154,-2.55137,0
3033,16,0.977,0.999,51.9804,-35.46468,0
2183,16,0.902,,198.03563,2.80611,0
2935,16,0.834,,338.714,-28.55077,0
1813,16,0.824,,10.6304,-31.47315,0
3484,16,0.97,,10.60976,-33.58378,0
1304,16,0.999,,167.39632,-2.86918,0
264,16,0.836,,20.57677,-30.7646,0
2175,16,0.904,,232.19928,-1.0343,0
3072,16,0.895,,190.12682,-0.47679,0
3300,16,0.916,,189.86586,0.1659,0
2045,16,0.855,,49.04722,-28.02004,0
2122,16,0.842,,1.96502,-33.43583,0
2140,16,0.97,,41.75038,-30.15345,0
3029,16,0.939,,37.1402,-30.73887,0
2584,16,0.905,,44.60963,-34.68824,0
2215,16,0.96,,36.73703,-34.16019,0
76,16,0.924,,137.16162,1.57071,0
2424,16,0.913,,235.74144,0.54018,0
3326,16,0.855,,236.77544,0.89042,0
38,16,0.973,,156.60323,-0.01287,0
2805,16,0.834,,176.55307,-2.77556,0
764,16,0.9,,44.43998,-32.86016,0
2668,16,0.942,,216.60178,0.83273,0
1452,16,0.801,,219.6719,-0.4812,0
1389,16,0.95,,187.30334,1.78381,0
1406,16,0.867,,136.72112,-1.95726,0
2490,16,0.957,,174.94516,-1.24299,0
2496,16,0.958,,174.51166,1.35002,0
2024,16,0.803,,173.16513,-1.82942,0
1147,16,0.897,,140.59785,-0.86027,0
2285,16,0.857,,225.04025,-2.05532,0
398,14,,0.823,213.5445,2.0705,0
3230,14,,0.83,183.46658,2.64477,0
2055,14,,0.835,166.95497,2.86201,0
255,14,0.958,0.837,343.8089,-34.93009,0
2193,14,0.962,0.846,186.9432,-0.04012,0
3255,14,0.939,0.878,349.71808,-34.17234,0
295,14,,0.886,1.67002,-33.39761,0
2454,14,,0.888,238.44978,1.00523,0
884,14,0.934,0.961,231.60764,1.95891,0
1016,14,0.927,0.978,30.88857,-34.26522,0
2926,14,0.892,0.978,164.86047,-1.08082,0
2828,14,0.975,0.986,183.14009,-1.827,0
744,14,0.897,0.993,45.50197,-27.19551,0
35,14,,0.995,212.90727,1.12222,0
1978,14,0.996,0.997,184.46341,-2.32577,0
855,14,0.986,0.998,358.39047,-32.61651,0
827,14,0.93,,332.47208,-30.59464,0
237,14,0.872,,29.79425,-30.67752,0
1186,14,0.897,,4.52258,-31.492,0
2670,14,0.976,,14.71546,-33.03577,0
1693,14,0.862,,232.15651,1.49567,0
2346,14,0.817,,329.917,-33.4753,0
412,14,0.862,,39.67227,-34.27586,0
3479,14,0.801,,217.39471,-0.44717,0
2409,14,0.898,,178.51997,0.60517,0
366,14,0.917,,185.69833,0.40128,0
243,14,0.819,,238.22339,0.00434,0
268,12,0.804,0.804,49.61994,-29.25928,0
3005,12,,0.806,157.48663,2.03841,0
2218,12,,0.807,15.37804,-32.59449,0
2898,12,,0.807,352.1885,-30.07513,0
1112,12,,0.807,178.32164,-1.54137,0
15,12,0.885,0.812,341.08078,-28.6853,0
975,12,0.93,0.815,182.73459,-2.22128,0
807,12,0.863,0.817,232.29391,2.586,0
2178,12,0.999,0.817,33.65336,-32.51977,0
1966,12,0.905,0.817,177.61957,1.91027,0
2858,12,0.968,0.819,335.38742,-35.08183,0
1283,12,,0.82,2.63872,-29.18947,0
3250,12,,0.821,226.82982,1.77828,0
143,12,,0.823,38.58992,-34.41037,0
138,12,,0.826,138.70035,-0.95305,0
279,12,0.847,0.832,14.38441,-32.39556,0
1738,12,0.968,0.833,350.29987,-32.25351,0
2567,12,,0.834,331.3954,-29.67698,0
569,12,0.92,0.835,53.02708,-28.62479,0
1106,12,,0.836,50.83623,-35.39699,0
363,12,0.978,0.842,3.70453,-32.94001,0
3126,12,0.994,0.844,220.54369,-0.46504,0
976,12,,0.855,208.56644,-1.29316,0
1874,12,,0.86,348.0669,-32.19305,0
456,12,0.843,0.861,190.57687,0.16286,0
2613,12,,0.867,351.3436,-33.66698,0
2563,12,0.94,0.869,156.60326,-0.0129,0
218,12,0.815,0.869,48.37946,-30.59683,0
557,12,0.941,0.869,49.23243,-33.44165,0
3314,12,0.984,0.87,15.65524,-30.58582,0
2570,12,0.88,0.874,131.52863,-1.54719,0
1774,12,0.869,0.876,133.2893,-0.51191,0
1866,12,0.902,0.878,136.84154,-1.36635,0
2514,12,0.969,0.879,156.99574,-0.78183,0
701,12,,0.88,333.79822,-33.68965,0
812,12,,0.882,1.82463,-30.67448,0
1755,12,0.888,0.887,5.81785,-32.33126,0
1420,12,0.969,0.889,223.82196,-0.39953,0
3205,12,0.849,0.891,208.64726,-0.62212,0
632,12,0.897,0.891,132.27287,-1.55421,0
233,12,0.969,0.893,52.58338,-25.70082,0
509,12,,0.893,167.93965,-0.83339,0
989,12,0.919,0.897,169.91382,-2.37606,0
1997,12,,0.897,169.61073,-2.47588,0
910,12,,0.898,45.41384,-29.64574,0
2598,12,0.886,0.899,336.35434,-28.70381,0
3200,12,0.971,0.899,135.45943,-1.35515,0
1484,12,0.821,0.907,30.0078,-32.3638,0
1328,12,0.959,0.909,0.91917,-31.98373,0
2569,12,0.997,0.929,158.24364,-0.78263,0
1974,12,0.988,0.931,237.49423,2.6374,0
2076,12,,0.933,186.62717,-1.6452,0
1757,12,,0.933,343.23676,-32.5661,0
1073,12,0.929,0.938,169.47664,0.61168,0
3463,12,,0.938,346.08862,-33.87513,0
3466,12,0.85,0.939,214.74448,2.51797,0
2004,12,,0.94,39.82613,-34.28091,0
665,12,0.957,0.941,159.12302,-2.43383,0
3246,12,,0.944,184.84074,-1.3315,0
3028,12,0.979,0.945,170.03691,-0.08715,0
489,12,0.949,0.946,27.32526,-30.30548,0
2722,12,,0.948,189.5677,-0.16972,0
3406,12,0.978,0.95,3.15648,-32.60267,0
2472,12,,0.951,39.99595,-30.47203,0
2017,12,,0.952,185.7556,1.72277,0
3253,12,,0.957,6.52459,-33.14754,0
2255,12,0.965,0.963,236.75029,-0.01859,0
1623,12,0.864,0.964,37.35522,-33.97094,0
2231,12,0.954,0.968,198.59492,0.10849,0
1733,12,,0.969,337.43845,-27.92665,0
3295,12,0.952,0.971,174.91078,0.75636,0
1480,12,0.958,0.972,19.08862,-30.25257,0
1655,12,,0.972,172.24625,2.09951,0
3297,12,0.947,0.973,353.36588,-31.88514,0
2620,12,0.99,0.976,335.85803,-34.43018,0
1783,12,0.958,0.977,175.1279,0.73796,0
3216,12,0.9,0.978,49.07505,-31.90551,0
2869,12,0.957,0.981,175.94742,0.33676,0
2619,12,,0.981,186.99573,-2.67287,0
196,12,0.885,0.982,187.32103,-0.195,0
3353,12,0.991,0.984,160.02322,1.98388,0
26,12,,0.986,221.61067,2.22389,0
3496,12,0.974,0.99,5.46609,-32.85129,0
382,12,0.984,0.99,356.52786,-33.21673,0
2782,12,0.997,0.99,40.06234,-32.90865,0
3291,12,0.948,0.99,206.74544,-1.64321,0
1466,12,,0.991,334.20847,-29.02872,0
1255,12,0.902,0.992,332.5688,-34.66798,0
2971,12,0.969,0.997,198.14261,0.39908,0
102,12,0.998,0.997,30.89291,-31.83243,0
692,12,0.923,0.998,193.10703,-0.20778,0
2302,12,,0.998,235.07002,-0.53616,0
1194,12,,0.999,211.21794,0.85627,0
474,12,0.84,1.0,49.7204,-34.34912,0
2601,12,,1.0,21.92292,-28.11041,0
1245,12,0.899,,337.6428,-28.06847,0
1769,12,0.827,,201.51872,-0.36284,0
2233,12,0.807,,234.55629,1.74189,0
1558,12,0.955,,200.07843,1.65321,0
1407,12,0.923,,10.14162,-30.75566,0
2189,12,0.894,,14.01184,-30.07568,0
657,12,0.996,,22.4562,-31.34715,0
878,12,0.982,,12.29203,-33.24469,0
2564,12,0.952,,2.50465,-29.97088,0
1122,12,0.984,,20.47003,-34.11674,0
3103,12,0.838,,52.32238,-28.26082,0
2188,12,0.988,,335.77863,-29.71478,0
207,12,0.899,,227.65529,2.6011,0
2052,12,0.963,,29.29263,-32.9716,0
1911,12,0.817,,338.5229,-29.07048,0
2206,12,0.893,,345.46494,-28.32165,0
552,12,0.875,,193.84183,-0.32383,0
2688,12,0.961,,159.90193,1.76695,0
3350,12,0.815,,189.65973,0.03603,0
758,12,0.858,,229.31471,0.58339,0
1678,12,0.814,,0.25325,-33.67316,0
1562,12,0.811,,31.10156,-32.71435,0
1824,12,0.888,,207.9021,-0.90008,0
2965,12,0.808,,25.61312,-30.50543,0
2038,12,0.863,,348.793,-28.94251,0
3245,12,0.824,,356.29495,-34.21759,0
1661,12,0.823,,348.45782,-32.00463,0
444,12,0.978,,350.40704,-28.67182,0
1742,12,0.857,,22.09254,-29.61299,0
1034,12,0.824,,158.83112,-0.56738,0
2808,12,0.899,,34.06554,-33.22612,0
478,12,0.957,,340.7436,-30.0306,0
2374,12,0.819,,37.57254,-34.2153,0
194,12,0.964,,36.43887,-32.3083,0
422,12,0.889,,45.35699,-31.60138,0
1312,12,0.981,,51.77861,-32.4351,0
2870,12,0.849,,336.45645,-31.1743,0
3332,12,0.806,,336.8726,-30.97438,0
655,12,0.947,,51.35692,-33.3139,0
3236,12,0.866,,176.58762,-2.61663,0
1201,12,0.994,,352.16013,-32.39012,0
1390,12,0.84,,214.55872,-2.52958,0
1597,12,0.996,,37.33493,-33.55427,0
1719,12,0.807,,214.6078,2.14697,0
1789,12,0.878,,47.17661,-30.42529,0
1965,12,0.821,,237.50568,-0.54201,0
72,12,0.855,,139.80649,-0.62249,0
245,12,0.832,,134.75916,0.23814,0
320,12,0.838,,135.01479,2.4079,0
1114,12,0.844,,135.92398,0.147,0
2190,12,0.844,,173.55884,-1.76617,0
1010,12,0.952,,342.88745,-31.15431,0
1358,12,0.866,,342.4465,-32.47816,0
2579,12,0.842,,177.58995,-1.01635,0
2972,12,0.833,,42.56288,-32.07784,0
1341,12,0.801,,177.34238,-0.204,0
2612,12,0.909,,353.2859,-32.35461,0
3395,12,0.882,,186.30275,-0.87468,0
3014,12,0.944,,182.58621,-1.4531,0
2918,12,0.839,,50.8902,-31.34672,0
1104,12,0.808,,211.60345,1.16362,0
1523,12,0.906,,218.2976,-1.92549,0
2403,12,0.912,,38.15559,-34.12724,0
995,12,0.803,,174.21779,0.09174,0
1673,12,0.823,,212.81598,1.7765,0
302,10,,0.809,172.22346,2.46655,0
2785,10,,0.818,53.19665,-32.21546,0
351,10,0.972,0.826,343.3854,-33.71829,0
41,10,,0.842,166.1535,2.51261,0
2750,10,,0.91,19.84587,-29.34212,0
232,10,,0.948,40.05187,-34.19992,0
611,10,0.941,0.984,18.19228,-34.15278,0
2642,10,,0.995,171.20573,0.75308,0
3038,10,0.993,1.0,31.68757,-32.7059,0
673,10,0.884,,15.49593,-31.59905,0
2194,10,0.873,,201.7096,2.83618,0
2174,10,0.811,,229.27219,0.61189,0
89,10,0.881,,348.51532,-32.5929,0
2622,10,0.971,,46.48864,-34.42802,0
906,10,0.896,,187.55647,2.41106,0
3213,10,0.836,,215.15767,2.04204,0
2615,8,,0.801,184.59625,-0.17178,0
841,8,,0.802,19.19208,-33.76894,0
3376,8,0.899,0.803,46.76692,-30.16377,0
2907,8,,0.805,5.80266,-31.24283,0
296,8,,0.805,188.31145,-0.71547,0
3083,8,,0.806,4.21435,-29.35261,0
247,8,,0.806,136.94633,1.38012,0
2254,8,,0.806,210.93379,-1.59785,0
1230,8,,0.808,213.7537,2.66748,0
2329,8,,0.81,184.0989,0.69694,0
290,8,,0.812,45.43017,-28.26024,0
1211,8,0.91,0.814,199.56915,1.57788,0
23,8,,0.814,355.71127,-31.58629,0
796,8,0.928,0.816,220.06036,0.20155,0
3097,8,0.84,0.818,139.04584,2.67026,0
1439,8,,0.821,10.22111,-33.78418,0
1218,8,,0.824,39.71563,-34.30628,0
1811,8,,0.825,53.54456,-28.20284,0
1691,8,,0.825,204.93718,-0.83881,0
2809,8,,0.825,139.93648,1.62285,0
898,8,0.981,0.827,10.60976,-33.58381,0
1352,8,,0.827,226.81364,0.42175,0
1205,8,,0.827,235.51375,1.13054,0
405,8,,0.828,220.18637,-1.99126,0
184,8,,0.828,218.68634,-0.16352,0
1374,8,0.998,0.829,159.83246,2.50591,0
850,8,,0.829,183.46042,-2.58836,0
3483,8,,0.829,174.28986,1.59304,0
1052,8,,0.836,233.64868,-0.88475,0
2484,8,,0.838,235.69913,-1.47687,0
921,8,0.937,0.84,228.78236,2.66058,0
418,8,0.853,0.844,17.95326,-34.38149,0
336,8,,0.844,11.43211,-29.12109,0
2531,8,,0.846,130.6379,2.04634,0
2827,8,,0.847,1.66623,-33.90321,0
2645,8,,0.848,47.10675,-30.28703,0
1436,8,,0.85,342.10718,-30.15358,0
1415,8,0.97,0.853,337.6564,-30.02111,0
1825,8,,0.854,21.80208,-31.12038,0
3071,8,,0.854,333.6022,-35.2796,0
667,8,,0.856,19.4934,-30.44612,0
1053,8,,0.858,158.77422,-0.78172,0
2911,8,0.894,0.859,346.90454,-33.06509,0
1528,8,,0.861,168.59612,-0.09145,0
2815,8,,0.862,234.94899,-1.71647,0
221,8,0.986,0.863,197.07094,-0.60859,0
1806,8,,0.864,10.43383,-31.77456,0
1427,8,,0.866,41.70837,-29.67283,0
3241,8,0.932,0.867,329.6985,-28.22741,0
2946,8,0.872,0.867,139.57834,0.56238,0
2822,8,,0.869,356.42862,-30.03153,0
2774,8,,0.869,1.18523,-34.01095,0
95,8,0.833,0.87,334.93698,-27.91563,0
193,8,0.842,0.871,343.62918,-28.13315,0
3025,8,0.883,0.871,229.10114,-0.83,0
949,8,0.883,0.871,41.10365,-32.82701,0
1428,8,,0.871,1.30005,-31.46821,0
1908,8,0.906,0.874,136.47115,-0.0465,0
3254,8,,0.876,345.6521,-35.44443,0
222,8,,0.877,167.58559,-2.7298,0
274,8,,0.878,227.5616,-0.98935,0
1181,8,0.839,0.88,223.24484,-2.49016,0
3425,8,,0.88,204.66406,-2.30095,0
2919,8,0.883,0.882,200.75658,-2.43856,0
998,8,0.958,0.883,22.94273,-29.66703,0
3415,8,,0.883,22.42498,-27.87664,0
3218,8,,0.884,49.7381,-31.96359,0
928,8,0.831,0.886,20.64975,-30.62364,0
167,8,0.921,0.887,180.25304,-2.421,0
1302,8,,0.887,6.38384,-30.85396,0
229,8,0.954,0.889,191.53658,1.474,0
2506,8,0.984,0.889,340.17032,-29.90188,0
2995,8,,0.89,33.80748,-30.1622,0
2599,8,,0.89,181.0211,-1.63332,0
262,8,0.888,0.891,47.87126,-34.08943,0
2973,8,,0.891,161.75427,0.27855,0
1654,8,,0.893,335.14142,-33.03152,0
3144,8,0.803,0.895,226.56972,1.85212,0
460,8,,0.895,160.18803,-0.07226,0
1921,8,,0.896,215.68222,-1.20323,0
2345,8,,0.898,33.89191,-32.49054,0
3473,8,,0.898,212.78781,-2.5119,0
367,8,0.926,0.899,345.64856,-28.70851,0
786,8,,0.9,359.3738,-33.06239,0
762,8,0.906,0.903,342.98154,-29.04066,0
3129,8,0.846,0.906,34.001,-32.38263,0
761,8,,0.906,179.05473,-1.03383,0
3365,8,,0.907,187.53941,1.08987,0
