1,223.526884007,1.9790476714,0.701,0.602,0
2,40.2699946857,-31.6616892571,0.617,0.955,0
3,217.576879105,-2.58903765216,0.632,0.164,0
4,186.894785531,0.0633745310136,0.351,0.587,0
5,11.8748206181,-32.7175567354,0.611,0.831,0
6,221.314783525,0.692609040529,0.689,0.742,0
7,51.521966866,-29.7029488859,0.455,0.382,0
8,336.489403247,-32.5084789457,0.865,0.393,0
9,3.3697614025,-30.2243834607,0.96,0.994,0
10,177.565176143,-1.96452309984,0.892,0.988,0
11,138.754767897,-0.847950675806,0.513,0.067,0
12,218.837617414,-2.68236879321,0.397,0.835,0
13,354.025206542,-32.3525588265,0.46,0.764,0
14,237.083548816,0.860403989,0.405,0.659,0
15,187.453261585,1.61465935825,0.685,0.782,0
16,180.548258273,0.302663625762,0.001,0.0,0
17,12.1731650771,-32.9865012898,0.273,0.28,0
18,354.621887921,-33.0998701778,0.951,0.888,0
19,214.565553485,1.97562777519,0.776,0.996,2
20,351.781836758,-30.3070323684,0.957,1.0,0
21,175.772501306,-1.38773513863,0.957,0.667,0
22,178.567707859,-0.264440982301,0.939,0.827,0
23,193.227534122,0.732351248101,1.0,0.915,0
24,197.796080963,2.31098617228,0.998,0.999,0
25,51.7972923019,-32.7761342507,0.999,1.0,0
26,140.221902726,0.838259778369,0.84,0.017,0
27,180.29733828,1.44352545392,0.899,0.77,0
28,332.422959695,-27.6941879964,0.98,0.996,0
29,168.053998667,2.45089259202,0.993,0.997,0
30,337.25565329,-31.7583570231,0.751,1.0,0
31,46.6784971807,-28.5383118802,0.997,1.0,0
32,351.07064368,-32.022404767,0.582,0.842,0
33,19.0862302618,-33.9635500786,0.53,0.87,0
34,179.582768404,-0.677908735514,0.956,0.825,0
35,354.080294295,-32.1043739697,0.975,0.942,0
36,357.020732757,-30.4820455176,0.995,1.0,0
37,344.36143576,-30.6450628804,0.874,0.969,0
38,179.6842141,0.821334504029,0.993,0.952,0
39,211.501713054,2.65353002643,0.918,0.201,0
40,129.800322988,2.4802224246,0.971,0.996,0
41,225.357955876,-1.49117142039,0.989,0.568,0
42,172.261423145,-1.30907511314,0.83,0.493,0
43,174.950566256,-2.1602446334,0.902,0.172,0
44,216.951492944,0.166305295185,0.323,0.342,2
45,190.836567788,-0.754921569227,0.887,0.234,0
46,214.207578815,1.63950769351,0.991,1.0,0
47,196.877744972,-0.11612391623,0.283,0.357,0
48,216.242828543,2.33640183563,0.322,0.987,0
49,356.056011437,-32.0160300217,0.998,0.998,0
50,170.466948658,2.61972315974,0.999,1.0,0
51,355.591644553,-31.9867787877,1.0,0.999,0
52,159.995687375,0.30883575771,0.577,0.041,0
53,358.39051168,-32.616533203,0.948,1.0,0
54,223.950466096,0.00730410426049,0.591,0.841,0
55,179.862623559,-0.893007148255,0.983,0.0,0
56,49.3326442165,-30.1659850706,0.554,0.852,0
57,181.653530126,-2.1405192642,0.968,0.976,0
58,183.295089414,-2.80064994015,0.734,0.997,0
59,218.310355558,-1.95104526336,0.999,1.0,0
60,347.149703412,-34.3746492295,0.08,0.676,0
61,136.280610189,-0.174934347103,1.0,1.0,2
62,165.511569204,0.909804955053,0.292,0.916,0
63,350.782239986,-30.9024558545,0.683,0.727,0
64,358.531629456,-32.1498909167,0.683,0.972,0
65,344.083292282,-35.4691857789,0.99,0.999,0
66,216.204235198,-0.889314521371,0.967,0.635,1
67,164.72190003,0.0710340455851,0.583,0.149,0
68,172.179111062,0.830013016542,0.579,0.537,0
69,236.391167796,2.3912166851,0.949,0.176,0
70,188.99902729,0.451403213301,0.883,0.993,0
71,348.529821043,-33.3850119761,0.392,0.009,0
72,183.331534339,1.79335727642,0.919,0.533,0
73,173.540526155,-2.98094806441,0.744,0.221,0
74,194.531546401,0.502191299003,0.038,0.243,0
75,350.171567636,-30.2314140756,0.98,0.968,0
76,215.074192584,0.975558765741,0.911,0.922,0
77,336.725218337,-31.4899015296,0.002,0.001,0
78,180.799905269,1.29975434454,0.243,0.09,0
79,215.006023767,-2.33850561537,0.706,0.916,0
80,44.9495821278,-30.0948015245,0.979,0.005,0
81,222.776618743,1.19268489347,0.991,0.947,0
82,179.220969181,-0.66347570758,0.915,0.526,2
83,150.085629175,2.36413948797,0.891,0.991,0
84,132.565527208,1.63344466304,0.822,0.809,0
85,39.7647482119,-30.8467177763,0.988,1.0,0
86,2.3010409782,-29.2679945566,0.991,0.769,0
87,187.236923191,2.57721524204,1.0,0.999,0
88,128.54040715,-0.281622726468,0.997,0.988,0
89,220.256220213,1.56240535561,0.877,0.99,0
90,172.250138658,-1.70389530134,1.0,1.0,0
91,164.443533156,1.15654485193,0.944,1.0,0
92,354.889557972,-32.2554512719,0.893,0.473,0
93,170.857076456,-2.84805500242,0.994,0.0,0
94,9.96144066801,-30.6637338766,0.631,0.803,0
95,177.930099637,2.75769444386,0.442,0.0,0
96,221.119703065,-0.861724431096,0.898,0.967,2
97,128.538684599,-0.273686171652,0.923,0.52,0
98,220.165414786,-1.18474551518,0.838,0.541,0
99,222.460686078,0.926139584067,0.864,0.512,0
100,140.40216234,2.23614771836,0.92,0.999,0
101,359.02212584,-32.2846498733,0.704,1.0,0
102,172.463794884,2.65994346271,0.993,0.0,0
103,349.231537798,-32.9868816313,0.933,1.0,0
104,349.397471765,-33.2142500697,0.98,0.998,0
